home_h1_count,home_h1_total_persistence,home_h1_mean_persistence,home_h1_max_persistence,home_clusters,away_h1_count,away_h1_total_persistence,away_h1_mean_persistence,away_h1_max_persistence,away_clusters,d_bottleneck_AB,d_landscape_l2_AB,match_id,frame_idx
0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,5,0.0,0.0,2015213,55
2,7.675302505493164,3.837651252746582,6.809282302856445,9,0,0.0,0.0,0.0,4,3.4046411514282227,12.76086589089878,2015213,56
2,9.193531036376953,4.596765518188477,4.861240386962891,9,1,4.808320999145508,4.808320999145508,4.808320999145508,6,2.1661453247070312,13.873552380353116,2015213,57
1,5.565774917602539,5.565774917602539,5.565774917602539,7,1,2.8331966400146484,2.8331966400146484,2.8331966400146484,8,2.7828874588012695,17.505592310704742,2015213,58
2,7.779756546020508,3.889878273010254,5.906436920166016,9,2,1.8677921295166016,0.9338960647583008,1.6934738159179688,10,2.953218460083008,23.53851834905752,2015213,59
0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,4,0.0,0.0,2015213,60
0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,2,0.0,0.0,2015213,61
0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,5,0.0,0.0,2015213,62
1,0.8622550964355469,0.8622550964355469,0.8622550964355469,5,0,0.0,0.0,0.0,3,0.43112754821777344,0.5994893285596808,2015213,63
1,6.232795715332031,6.232795715332031,6.232795715332031,9,2,12.971420288085938,6.485710144042969,9.067241668701172,8,3.5078887939453125,28.667310240704055,2015213,64
1,3.7307281494140625,3.7307281494140625,3.7307281494140625,9,2,7.77531623840332,3.88765811920166,5.698537826538086,9,2.8492689132690425,17.340232778470508,2015213,65
