sample_idx,level,cutoff_m,birth,death,p
93,individual,2.75,15.48812484741211,19.37055778503418,3.8824329376220703
93,individual,2.75,13.031749725341797,15.711030960083008,2.679281234741211
94,individual,2.75,18.067054748535156,20.576940536499023,2.509885787963867
94,individual,2.75,13.345969200134277,15.086248397827148,1.740279197692871
94,individual,2.75,7.41811990737915,9.44263744354248,2.02451753616333
95,individual,2.75,18.66546058654785,19.132720947265625,0.46726036071777344
95,individual,2.75,15.59843921661377,22.13872718811035,6.540287971496582
95,individual,2.75,13.386381149291992,14.417964935302734,1.0315837860107422
95,individual,2.75,12.044859886169434,12.988419532775879,0.9435596466064453
96,individual,2.75,20.990835189819336,23.576021194458008,2.585186004638672
96,individual,2.75,17.312498092651367,25.549970626831055,8.237472534179688
97,individual,2.75,16.777727127075195,19.368854522705078,2.591127395629883
97,individual,2.75,15.88630199432373,19.79090690612793,3.904604911804199
98,individual,2.75,20.07430648803711,20.80146598815918,0.7271595001220703
98,individual,2.75,17.73833465576172,22.46723175048828,4.7288970947265625
100,individual,2.75,21.135473251342773,27.247638702392578,6.112165451049805
100,individual,2.75,14.454865455627441,20.71486473083496,6.2599992752075195
101,individual,2.75,17.477216720581055,19.359355926513672,1.8821392059326172
102,individual,2.75,19.67643165588379,20.140304565429688,0.46387290954589844
102,individual,2.75,19.319297790527344,21.80293846130371,2.483640670776367
102,individual,2.75,13.948265075683594,14.110833168029785,0.1625680923461914
102,individual,2.75,11.600387573242188,12.854645729064941,1.254258155822754
103,individual,2.75,16.219669342041016,17.702611923217773,1.4829425811767578
103,individual,2.75,15.237112998962402,16.915557861328125,1.6784448623657227
103,individual,2.75,13.888113975524902,18.78076171875,4.892647743225098
103,individual,2.75,11.66541862487793,11.705546379089355,0.04012775421142578
104,individual,2.75,11.059159278869629,13.320608139038086,2.261448860168457
105,individual,2.75,18.44038963317871,21.403854370117188,2.9634647369384766
105,individual,2.75,13.893181800842285,17.606550216674805,3.7133684158325195
105,individual,2.75,8.768226623535156,8.820521354675293,0.05229473114013672
106,individual,2.75,12.295405387878418,12.600019454956055,0.3046140670776367
106,individual,2.75,9.937932014465332,10.428274154663086,0.4903421401977539
106,individual,2.75,8.867164611816406,9.775238990783691,0.9080743789672852
106,individual,2.75,8.809247970581055,10.508341789245605,1.6990938186645508
107,individual,2.75,17.92379379272461,18.176801681518555,0.2530078887939453
107,individual,2.75,12.935257911682129,13.6427640914917,0.7075061798095703
108,individual,2.75,14.509903907775879,15.966628074645996,1.4567241668701172
109,individual,2.75,19.885040283203125,21.229284286499023,1.3442440032958984
109,individual,2.75,13.901209831237793,15.165704727172852,1.2644948959350586
112,individual,2.75,10.882577896118164,11.085184097290039,0.202606201171875
113,individual,2.75,17.884498596191406,22.34807014465332,4.463571548461914
113,individual,2.75,15.114089012145996,16.291452407836914,1.177363395690918
113,individual,2.75,14.98012638092041,16.174381256103516,1.1942548751831055
113,individual,2.75,13.33283519744873,14.932816505432129,1.5999813079833984
113,individual,2.75,12.733232498168945,16.26804542541504,3.5348129272460938
114,individual,2.75,21.09638214111328,23.415775299072266,2.3193931579589844
114,individual,2.75,13.71224594116211,16.389490127563477,2.677244186401367
115,individual,2.75,11.943521499633789,13.186527252197266,1.2430057525634766
115,individual,2.75,9.469656944274902,11.336864471435547,1.8672075271606445
